skill_quartile,depth_stratum,competition_index_bin,person_competitions,competitors,median_log_time,mean_log_time,mean_dnf_rate,mean_years_since_first,mean_change_from_previous,mean_change_after_180d_gap
4,5-19,2,4125,4125,4.014399072045013,4.0725035940805645,0.043913419913419974,0.38150759530664724,-0.21690016567641413,-0.30417333415135317
4,5-19,3,4125,4125,3.888549649242504,3.916253530387337,0.036191919191919185,0.7843662191225793,-0.1557288664552319,-0.23254896946843745
4,5-19,4,4125,4125,3.8150714793516958,3.8246956120954687,0.03544646464646464,1.176035597769104,-0.09158319707630612,-0.14880193404101416
4,5-19,5,4125,4125,3.749739342370699,3.7634711475535374,0.03440404040404038,1.6429891224199122,-0.0612605691445096,-0.09209034137412624
4,5-19,6,3042,3042,3.697598062063559,3.7077745492628194,0.033673804827650936,1.919977539442162,-0.04730135638886103,-0.07434842673595363
4,5-19,7,2329,2329,3.662792119350618,3.6614480584633275,0.03185916702447398,2.1895356212590333,-0.0454386164353883,-0.07120420692579406
4,5-19,8,1860,1860,3.6251406131469297,3.625572031471139,0.028082437275985632,2.439844613473403,-0.02741014437960249,-0.02889778327512471
4,5-19,9,1453,1453,3.5975861956675455,3.60263144116869,0.031199816471667797,2.6462200977345187,-0.02435243649721967,-0.03144242012032554
,1,1,2703,2703,4.436370071705596,4.427431793294993,0.35548156369466005,0.0,,
,2-4,1,37,37,4.622813621160686,4.6827694147712355,0.6351351351351351,0.0,,
,2-4,2,37,37,4.949785396017214,4.997151091814584,0.5864864864864865,0.5248641729883645,-0.07426192089423367,-0.4711186829539935
,2-4,3,8,8,4.479368883910151,4.553039894073976,0.275,0.9397865801488052,-0.3545791772454908,-0.21499599819106407
,2-4,4,3,3,4.430578675256047,4.344048553877319,0.0,1.715755057712798,-0.1424517700208169,-0.2611209254004594
,20+,1,4,4,,,0.8,0.0,,
,20+,10,4,4,4.185591909814736,4.185591909814736,0.55,2.5010780508840016,-0.09015035274378036,-0.09780516401337636
,20+,11-20,40,4,4.079400114836278,3.54650523511144,0.29250000000000004,3.7437455936809103,-0.01188150782880085,-0.11029974153471733
,20+,2,4,4,4.436244810820694,4.436244810820694,0.7000000000000001,0.2874802357337933,,
,20+,21-50,74,4,3.7249702742582897,3.4075398478517043,0.37342342342342344,6.365522795018268,-0.008093559998530323,-0.028508692532854374
,20+,3,4,4,4.668681535087596,4.668681535087596,0.65,0.7378659383834029,0.14831442126327232,
,20+,4,4,4,4.649460854633143,4.649460854633143,0.6,1.181406873515541,-0.019220680454452577,-0.019220680454452577
,20+,5,4,4,4.448851190802779,4.448851190802779,0.5,1.428502980896254,-0.2006096638303645,-0.5360426915822316
,20+,51+,16,1,3.6607656170069536,3.704676591324369,0.0125,11.422034675592244,-0.008896296251466207,
,20+,6,4,4,4.456235552910721,4.456235552910721,0.5,1.5674517615009205,0.007384362107942799,
,20+,7,4,4,4.296451641887719,4.296451641887719,0.5,1.8309753109235642,-0.15978391102300238,
,20+,8,4,4,4.407821808242888,4.407821808242888,0.5,1.9925118243358864,0.11137016635516916,
,20+,9,4,4,4.275742262558516,4.275742262558516,0.5,2.2361855479578634,-0.13207954568437152,-0.17926664646733403
,5-19,1,8,8,5.177730403558919,5.177730403558919,0.975,0.0,,
,5-19,10,3,3,3.855452653939752,3.6367970030179144,0.3333333333333333,3.6231636059147916,0.0742807340485349,0.1212049724378188
,5-19,11-20,9,3,3.800197190245889,3.6721406193306234,0.3777777777777778,2.3476031525478125,-0.0927115503388602,-0.08475123195956158
,5-19,2,8,8,4.6632721734203475,4.524724419925362,0.775,0.2624968342950232,-0.18139689417352312,
,5-19,3,8,8,4.403628642721941,3.982654220472515,0.425,0.6971395716544487,-0.27566363056988824,-0.3631918412400781
,5-19,4,8,8,4.53828224044646,4.083789803576283,0.32499999999999996,1.1574501872043916,-0.055012188188374944,0.059704374038910935
,5-19,5,8,8,4.141951808926274,3.795669158012037,0.2,2.1318028433164264,-0.2881206455642457,-0.6171595310773444
,5-19,6,7,7,3.7343307170178535,3.4109018935738313,0.1142857142857143,2.6526407601994366,-0.04706385937055776,-0.0069452649852834725
,5-19,7,6,6,3.2613269086200543,3.225508530657034,0.09999999999999999,3.167758407085703,-0.06470925452227123,-0.07846736070351208
,5-19,8,5,5,3.242144474210555,3.2963167048704505,0.24,3.8215706003545593,-0.008584816688997354,-0.011193804470738478
,5-19,9,4,4,3.2784361577193235,3.1904944516911073,0.15,4.172570278650485,-0.2054309209446298,-0.07375768765569934
